,GLOBAL UNIQUE IDENTIFIER,LAST EDITED DATE,TAXONOMIC ORDER,CATEGORY,COMMON NAME,SCIENTIFIC NAME,SUBSPECIES COMMON NAME,SUBSPECIES SCIENTIFIC NAME,OBSERVATION COUNT,BREEDING BIRD ATLAS CODE,BREEDING BIRD ATLAS CATEGORY,AGE/SEX,COUNTRY,COUNTRY CODE,STATE,STATE CODE,COUNTY,COUNTY CODE,IBA CODE,BCR CODE,USFWS CODE,ATLAS BLOCK,LOCALITY,LOCALITY ID,LOCALITY TYPE,LATITUDE,LONGITUDE,OBSERVATION DATE,TIME OBSERVATIONS STARTED,OBSERVER ID,SAMPLING EVENT IDENTIFIER,PROTOCOL TYPE,PROTOCOL CODE,PROJECT CODE,DURATION MINUTES,EFFORT DISTANCE KM,EFFORT AREA HA,NUMBER OBSERVERS,ALL SPECIES REPORTED,GROUP IDENTIFIER,HAS MEDIA,APPROVED,REVIEWED,REASON,TRIP COMMENTS,SPECIES COMMENTS,Unnamed: 46
59,URN:CornellLabOfOrnithology:EBIRD:OBS228233087,2020-02-28 23:36:46,5753,species,Hooded Plover,Thinornis cucullatus,,,X,,,,Australia,AU,Victoria,AU-VIC,East Gippsland,AU-VIC-EAS,,,,,Rotamah Island,L1902630,H,-37.978082800000000,147.7239861,1997-03-08,,obsr447842,S16666141,Incidental,P20,EBIRD_AU,,,,,1,,0,1,0,,Eremaea Birds List 482,,
60,URN:CornellLabOfOrnithology:EBIRD:OBS361896722,2020-04-11 03:07:17,5753,species,Hooded Plover,Thinornis cucullatus,,,2,,,,Australia,AU,Victoria,AU-VIC,Moyne,AU-VIC-MOY,,,,,Griffiths Island,L2064000,H,-38.393060600000000,142.2462286,1998-09-23,,obsr357881,S26523762,Incidental,P20,EBIRD,,,,,0,,0,1,0,,,,
61,URN:CornellLabOfOrnithology:EBIRD:OBS282944043,2020-02-17 05:41:14,5753,species,Hooded Plover,Thinornis cucullatus,,,2,,,,Australia,AU,New South Wales,AU-NSW,Eurobodalla,AU-NSW-EUR,,,,,Narooma beach,L3183280,P,-36.2304966,150.1428509,1991-09-07,,obsr543344,S20704313,Historical,P62,EBIRD,,,,,0,,0,1,0,,,,
62,URN:CornellLabOfOrnithology:EBIRD:OBS929364418,2020-08-06 17:37:09,5753,species,Hooded Plover,Thinornis cucullatus,,,2,,,,Australia,AU,South Australia,AU-SA,Robe,AU-SA-ROB,,,,,Little Dip Conservation Park--Long Gully Campground,L8083673,H,-37.2550003,139.8008278,1995-03-16,14:20:00,obsr450647,S69492899,Traveling,P22,EBIRD_AU,60.0,1.0,,2.0,1,,0,1,0,,also Tiger Snake,,
63,URN:CornellLabOfOrnithology:EBIRD:OBS846429876,2020-01-04 00:28:37,5753,species,Hooded Plover,Thinornis cucullatus,,,2,,,,Australia,AU,Western Australia,AU-WA,Cockburn,AU-WA-COC,,,,,"Rottnest Island, Herschel Lake",L10416157,P,-31.9971304,115.5340176,1972-11-11,07:00:00,obsr1375321,S62984944,Traveling,P22,EBIRD_AU,60.0,1.0,,1.0,1,,0,1,0,,Waterfowl Conference on Rottnest Island,,
64,URN:CornellLabOfOrnithology:EBIRD:OBS186015393,2020-05-09 18:17:04,5753,species,Hooded Plover,Thinornis cucullatus,,,X,,,,Australia,AU,South Australia,AU-SA,Kangaroo Island,AU-SA-KAN,,,,,Kangaroo Island,L1007583,P,-35.79999,137.15332,1997-12-04,,obsr140028,S13415780,Incidental,P20,EBIRD,,,,,0,,0,1,0,,Birders Diary Date Range Export,,
65,URN:CornellLabOfOrnithology:EBIRD:OBS886251202,2020-04-02 23:34:33,5753,species,Hooded Plover,Thinornis cucullatus,,,2,,,,Australia,AU,Victoria,AU-VIC,Wellington,AU-VIC-WEL,,,,,Jack Smith Lake State Game Reserve,L1352158,H,-38.4852229,147.0208658,1983-05-12,,obsr789613,S66420802,Historical,P62,EBIRD_AU,,,,1.0,1,,0,1,0,,,,
66,URN:CornellLabOfOrnithology:EBIRD:OBS228433521,2017-10-20 11:55:36,5753,species,Hooded Plover,Thinornis cucullatus,,,X,,,,Australia,AU,Tasmania,AU-TAS,Dorset,AU-TAS-DOR,,,,,Bridport North 10' Cell,L2548252,P,-40.91667,147.41667000000000,1956-08-16,,obsr450476,S16595611,Incidental,P20,EBIRD_AU,,,,,1,,0,1,0,,"Survey for World Bird Day by L. E. Wall, reported in Sup. to The Bird Observer dated August, 1957. Eremaea Birds List 11105",,
67,URN:CornellLabOfOrnithology:EBIRD:OBS513346076,2020-02-28 21:08:01,5753,species,Hooded Plover,Thinornis cucullatus,,,2,,,,Australia,AU,Victoria,AU-VIC,Bass Coast,AU-VIC-BAS,,,,,Penguin Parade,L2549788,H,-38.51031,145.15022,1995-11-27,,obsr290902,S37758187,Historical,P62,EBIRD,,,,1.0,1,,0,1,0,,,,
68,URN:CornellLabOfOrnithology:EBIRD:OBS601092836,2018-04-17 00:56:30,5753,species,Hooded Plover,Thinornis cucullatus,,,3,,,,Australia,AU,Victoria,AU-VIC,Glenelg,AU-VIC-GLG,,,,,Bridgewater Lakes,L2548304,H,-38.31544,141.40301000000000,1987-06-18,,obsr357881,S26548176,Incidental,P20,EBIRD,,,,,0,,0,1,0,,,,
69,URN:CornellLabOfOrnithology:EBIRD:OBS928644868,2020-06-10 04:13:16,5753,species,Hooded Plover,Thinornis cucullatus,,,4,,,,Australia,AU,Victoria,AU-VIC,South Gippsland,AU-VIC-SGI,,,,,Wilsons Promontory National Park,L928172,H,-38.9762255,146.3722229,1983-02-17,,obsr629213,S69447432,Historical,P62,EBIRD_AU,,,,2.0,1,,0,1,0,,,,
70,URN:CornellLabOfOrnithology:EBIRD:OBS930252598,2020-07-02 07:17:01,5753,species,Hooded Plover,Thinornis cucullatus,,,4,,,,Australia,AU,New South Wales,AU-NSW,Shoalhaven,AU-NSW-SHO,,,,,Shoalhaven Heads Inlet,L1338235,H,-34.8618379,150.74715370000000,1988-02-13,,obsr629213,S69547854,Historical,P62,EBIRD,,,,2.0,1,,0,1,0,,national summer shorebird count,,
71,URN:CornellLabOfOrnithology:EBIRD:OBS281575334,2017-10-20 12:06:25,5753,species,Hooded Plover,Thinornis cucullatus,,,X,,,,Australia,AU,Tasmania,AU-TAS,Dorset,AU-TAS-DOR,,,,,Bridport,L2322433,H,-41.011510000000000,147.40493,1990-04-20,,obsr450604,S20603596,Historical,P62,EBIRD_AU,,,,1.0,1,,0,1,0,,,,
72,URN:CornellLabOfOrnithology:EBIRD:OBS898754588,2020-04-20 02:13:53,5753,species,Hooded Plover,Thinornis cucullatus,,,5,,,,Australia,AU,Victoria,AU-VIC,Greater Geelong,AU-VIC-GGE,,,,,Barwon Heads,L11202880,P,-38.275384,144.493607,1985-06-29,,obsr1412622,S67515735,Historical,P62,EBIRD,,,,,0,,0,1,0,,,,
73,URN:CornellLabOfOrnithology:EBIRD:OBS228420972,2020-03-25 00:33:22,5753,species,Hooded Plover,Thinornis cucullatus,,,X,,,,Australia,AU,Victoria,AU-VIC,Moyne,AU-VIC-MOY,,,,,Port Fairy 10' Cell,L2547614,P,-38.41666,142.25,1954-08-14,,obsr450476,S16571637,Incidental,P20,EBIRD_AU,,,,,1,,0,1,0,,"Tower Hill - Port Fairy. Survey for World Bird Day by M. Brady and G. Bowker, reported in Sup. to The Bird Observer in 1955. Eremaea Birds List 10316",,
74,URN:CornellLabOfOrnithology:EBIRD:OBS834637611,2020-02-28 21:06:20,5753,species,Hooded Plover,Thinornis cucullatus,,,X,,,,Australia,AU,Victoria,AU-VIC,Bass Coast,AU-VIC-BAS,,,,,Cape Paterson First Surf Beach,L2549099,H,-38.67691,145.60993,1999-11-26,17:10:00,obsr1329867,S61968936,Traveling,P22,EBIRD_AU,20.0,0.2,,1.0,1,,0,1,0,,,,
75,URN:CornellLabOfOrnithology:EBIRD:OBS228280221,2020-04-11 03:33:32,5753,species,Hooded Plover,Thinornis cucullatus,,,X,,,,Australia,AU,Victoria,AU-VIC,Moyne,AU-VIC-MOY,,,,,Port Fairy,L1125180,P,-38.381989400000000,142.2311389,1992-10-18,,obsr450663,S16566649,Incidental,P20,EBIRD_AU,,,,,1,,0,1,0,,"1050-1305  Weather: Very windy, fine, cloudy.  With Paul and Anne Foxworthy. Eremaea Birds List 3203",1,
76,URN:CornellLabOfOrnithology:EBIRD:OBS263601400,2020-02-28 23:41:59,5753,species,Hooded Plover,Thinornis cucullatus,,,1,,,,Australia,AU,Victoria,AU-VIC,East Gippsland,AU-VIC-EAS,,,,,Croajingolong National Park,L2551887,H,-37.634890000000000,149.62005,1996-12-16,,obsr297898,S19090739,Incidental,P20,EBIRD,,,,2.0,1,,0,1,0,,,,
77,URN:CornellLabOfOrnithology:EBIRD:OBS898754585,2020-04-20 00:44:39,5753,species,Hooded Plover,Thinornis cucullatus,,,2,,,,Australia,AU,Victoria,AU-VIC,Bass Coast,AU-VIC-BAS,,,,,Inverloch,L11202878,P,-38.632964,145.732269,1985-07-06,,obsr1412622,S67515733,Historical,P62,EBIRD,,,,,0,,0,1,0,,,,
78,URN:CornellLabOfOrnithology:EBIRD:OBS228274603,2020-02-28 23:42:58,5753,species,Hooded Plover,Thinornis cucullatus,,,X,,,,Australia,AU,Victoria,AU-VIC,East Gippsland,AU-VIC-EAS,,,,,Mallacoota 10' Cell,L2552378,P,-37.5787493,149.746635,1992-11-01,,obsr450663,S16612427,Incidental,P20,EBIRD_AU,,,,,1,,0,1,0,,"0720-1800  Weather: Raining gently, overcast, not cold. Eremaea Birds List 2816",c7+,
79,URN:CornellLabOfOrnithology:EBIRD:OBS369204177,2020-04-03 21:50:43,5753,species,Hooded Plover,Thinornis cucullatus,,,X,,,,Australia,AU,Victoria,AU-VIC,Bass Coast,AU-VIC-BAS,,,,,Phillip Island,L2549971,P,-38.47939,145.23651,1982-01-10,,obsr450647,S27165999,Historical,P62,EBIRD_AU,,,,,1,,0,1,0,,,,
80,URN:CornellLabOfOrnithology:EBIRD:OBS228358965,2020-03-25 00:37:09,5753,species,Hooded Plover,Thinornis cucullatus,,,X,,,,Australia,AU,Victoria,AU-VIC,Moyne,AU-VIC-MOY,,,,,Killarney Beach,L1121735,H,-38.356545700000000,142.31097220000000,1954-06-12,,obsr450476,S16680833,Incidental,P20,EBIRD_AU,,,,,1,,0,1,0,,"Sruvey by BOCA members on Queen's Birthday week-end excursion ,reported by D.G.Morgan in The Bird Observer dated July,1954. Eremaea Birds List 8057",,
81,URN:CornellLabOfOrnithology:EBIRD:OBS228358090,2020-03-01 05:43:22,5753,species,Hooded Plover,Thinornis cucullatus,,,X,,,,Australia,AU,Victoria,AU-VIC,Moyne,AU-VIC-MOY,,,,,Port Fairy 10' Cell,L2547614,P,-38.41666,142.25,1954-06-14,,obsr450476,S16649068,Incidental,P20,EBIRD_AU,,,,,1,,0,1,0,,"Survey by BOCA members on Queen's Birthday week-end excursion reported byD.G.Morgan in The Bird Observer dated July,1954. Eremaea Birds List 8063",,
82,URN:CornellLabOfOrnithology:EBIRD:OBS437073337,2020-02-28 19:46:31,5753,species,Hooded Plover,Thinornis cucullatus,,,2,,,,Australia,AU,Victoria,AU-VIC,Glenelg,AU-VIC-GLG,,,,,Portland Freezing Works,L936922,P,-38.3211546,141.56070470000000,1992-06-13,,obsr47423,S6564982,Incidental,P20,EBIRD_NZ,,,,4.0,0,,0,1,0,,,,
83,URN:CornellLabOfOrnithology:EBIRD:OBS228283595,2019-02-21 22:20:16,5753,species,Hooded Plover,Thinornis cucullatus,,,X,,,,Australia,AU,Tasmania,AU-TAS,Tasman,AU-TAS-TAS,,,,,Tasman National Park--Fortescue Bay,L2548038,H,-43.1428822,147.9626628,1993-12-08,,obsr450663,S16705230,Incidental,P20,EBIRD_AU,,,,,1,,0,1,0,,"Fortescue Bay 0935-1430  Weather: Fine, bright, sunny. Eremaea Birds List 3352",,
84,URN:CornellLabOfOrnithology:EBIRD:OBS511198896,2017-10-20 11:43:03,5753,species,Hooded Plover,Thinornis cucullatus,,,7,,,,Australia,AU,Tasmania,AU-TAS,Flinders,AU-TAS-FLI,,,,,Trousers Point,L5976788,P,-40.22837380000000,148.03328280000000,1982-02-07,,obsr789613,S37599907,Historical,P62,EBIRD_AU,,,,1.0,1,,0,1,0,,"Accompanied by the Billings family, Don Teese and others from the RAOU party.",,
85,URN:CornellLabOfOrnithology:EBIRD:OBS228428044,2018-12-30 19:41:18,5753,species,Hooded Plover,Thinornis cucullatus,,,5,,,,Australia,AU,South Australia,AU-SA,Grant,AU-SA-GRA,,,,,Port Macdonnell 10' Cell,L2547436,P,-38.08333,140.75,1988-06-22,,obsr19060,S16666294,Historical,P62,EBIRD_AU,,,,,1,,0,1,0,,Wader survey Eremaea Birds List 10871,5,
86,URN:CornellLabOfOrnithology:EBIRD:OBS228448967,2018-02-02 04:29:08,5753,species,Hooded Plover,Thinornis cucullatus,,,X,,,,Australia,AU,South Australia,AU-SA,Yorke Peninsula,AU-SA-YOR,,,,,Innes National Park--Pondalowie Bay,L2543407,H,-35.22542,136.8457,1957-09-01,,obsr450476,S16629542,Incidental,P20,EBIRD_AU,,,,,1,,0,1,0,,"Survey for World Bird Day by G. R. Beruldsen, reported in  Sup. to The Bird Observer dated December, 1959.  Eremaea Birds List 11948",,
87,URN:CornellLabOfOrnithology:EBIRD:OBS228443748,2020-02-28 21:09:57,5753,species,Hooded Plover,Thinornis cucullatus,,,X,,,,Australia,AU,Victoria,AU-VIC,Bass Coast,AU-VIC-BAS,,,,,Grossard Point,L2550157,H,-38.465140000000000,145.16527,1999-10-03,,obsr450305,S16690538,Incidental,P20,EBIRD_AU,,,,,1,,0,1,0,,Eremaea Birds List 11437,,
88,URN:CornellLabOfOrnithology:EBIRD:OBS666613216,2020-08-05 23:42:22,5753,species,Hooded Plover,Thinornis cucullatus,,,X,,,,Australia,AU,South Australia,AU-SA,Port Lincoln,AU-SA-PLI,,,,,Port Lincoln,L2558127,P,-34.71903,135.85418,1983-11-30,,obsr670438,S49184304,Incidental,P20,EBIRD,,,,1.0,1,,0,1,0,,,,
89,URN:CornellLabOfOrnithology:EBIRD:OBS921510709,2020-05-14 03:30:03,5753,species,Hooded Plover,Thinornis cucullatus,,,1,,,"Unknown Sex, Immature (1)",Australia,AU,New South Wales,AU-NSW,Eurobodalla,AU-NSW-EUR,,,,,Mossy Point,L2541534,H,-35.84061,150.1815,1992-01-27,07:00:00,obsr450647,S69015848,Traveling,P22,EBIRD_AU,300.0,2.5,,2.0,1,,0,1,0,,"Also Garden Skink. Butterflies - Greenish Grassdart, Orchard Swallowtail, Cabbage White, Blue Tiger, Meadow Argus, Yellow Admiral, Bright Copper, Common Grass-blue",young bird near the Point,
90,URN:CornellLabOfOrnithology:EBIRD:OBS699157785,2020-04-11 03:07:17,5753,species,Hooded Plover,Thinornis cucullatus,,,2,,,,Australia,AU,Victoria,AU-VIC,Moyne,AU-VIC-MOY,,,,,Griffiths Island,L2064000,H,-38.393060600000000,142.2462286,1987-02-13,13:30:00,obsr752190,S51742722,Traveling,P22,EBIRD,150.0,2.414,,2.0,1,G3768120,0,1,0,,,,
91,URN:CornellLabOfOrnithology:EBIRD:OBS603491307,2018-12-19 23:37:47,5753,species,Hooded Plover,Thinornis cucullatus,,,X,,,,Australia,AU,Tasmania,AU-TAS,Glamorgan/Spring Bay,AU-TAS-GLA,,,,,Maria Island National Park,L933803,H,-42.6435561,148.0778503,1997-11-06,,obsr811938,S44814806,Historical,P62,EBIRD,,,,,1,,0,1,0,,,,
92,URN:CornellLabOfOrnithology:EBIRD:OBS228323815,2018-02-25 22:20:27,5753,species,Hooded Plover,Thinornis cucullatus,,,3,,,,Australia,AU,South Australia,AU-SA,Kangaroo Island,AU-SA-KAN,,,,,Breakneck River,L2543659,H,-35.91667,136.58333000000000,1995-12-31,,obsr19060,S16680805,Incidental,P20,EBIRD_AU,,,,,1,,0,1,0,,Eremaea Birds List 5861,,
93,URN:CornellLabOfOrnithology:EBIRD:OBS228282654,2020-02-28 23:38:57,5753,species,Hooded Plover,Thinornis cucullatus,,,X,,,,Australia,AU,Victoria,AU-VIC,East Gippsland,AU-VIC-EAS,,,,,Rigby Island,L2531725,H,-37.88555,147.95064,1997-01-10,,obsr447842,S16614889,Incidental,P20,EBIRD_AU,,,,,1,,0,1,0,,Eremaea Birds List 3106,,
94,URN:CornellLabOfOrnithology:EBIRD:OBS228339262,2020-02-29 00:20:02,5753,species,Hooded Plover,Thinornis cucullatus,,,X,,,,Australia,AU,Victoria,AU-VIC,Mornington Peninsula,AU-VIC-MPE,,,,,Mornington Peninsula National Park--Rye Ocean Beach,L2547767,H,-38.40463,144.80495,1952-02-24,,obsr450476,S16595541,Incidental,P20,EBIRD_AU,,,,,1,,0,1,0,,"Survey by BOCA members ,reported by Roy Wheeler in BOCA Monthly Notes dated May,1952. A total of 42 species were seen on the day. Eremaea Birds List 6860",,
95,URN:CornellLabOfOrnithology:EBIRD:OBS179205266,2017-10-23 13:26:52,5753,species,Hooded Plover,Thinornis cucullatus,,,1,,,,Australia,AU,South Australia,AU-SA,Kingston,AU-SA-KIN,,,,,SA Coorong National Park,L1913610,P,-36.3145719,139.7543335,1989-12-09,08:00:00,obsr331259,S12802805,Traveling,P22,EBIRD,450.0,4.0,,2.0,1,,0,1,0,,,,
96,URN:CornellLabOfOrnithology:EBIRD:OBS873771039,2020-03-04 00:43:55,5753,species,Hooded Plover,Thinornis cucullatus,,,2,,,,Australia,AU,New South Wales,AU-NSW,Bega Valley,AU-NSW-BEG,,,,,Nadgee NR Beach and inlet,L10341490,P,-37.4394444,149.9663889,1974-01-29,07:00:00,obsr1375321,S65416270,Traveling,P22,EBIRD_AU,720.0,2.0,,2.0,1,,0,1,0,,,,
97,URN:CornellLabOfOrnithology:EBIRD:OBS226499830,2017-10-23 13:38:51,5753,species,Hooded Plover,Thinornis cucullatus,,,X,,,,Australia,AU,South Australia,AU-SA,Grant,AU-SA-GRA,,,,,Port Macdonnell 10' Cell,L2547436,P,-38.08333,140.75,1995-11-23,,obsr314930,S16420800,Incidental,P20,EBIRD,,,,,1,,0,1,0,,,,
98,URN:CornellLabOfOrnithology:EBIRD:OBS228310275,2020-02-28 19:45:35,5753,species,Hooded Plover,Thinornis cucullatus,,,X,,,,Australia,AU,Victoria,AU-VIC,Glenelg,AU-VIC-GLG,,,,,Bridgewater Bay,L2547969,H,-38.3678771,141.4748047,1996-11-09,,obsr19060,S16656409,Incidental,P20,EBIRD_AU,,,,,1,,0,1,0,,Eremaea Birds List 5073,3,
99,URN:CornellLabOfOrnithology:EBIRD:OBS789202190,2020-02-28 23:31:58,5753,species,Hooded Plover,Thinornis cucullatus,,,X,,,,Australia,AU,Victoria,AU-VIC,Corangamite,AU-VIC-COR,,,,,Great Ocean Road (Historic) no specific locations,L9705613,P,-38.6122643,142.9108956,1998-10-16,,obsr14968,S58509216,Historical,P62,EBIRD,,,,2.0,1,,0,1,0,,Great Coast Highway from Bay of Islands to Princetown with Sid England.,Curdis River,
100,URN:CornellLabOfOrnithology:EBIRD:OBS228456311,2020-04-03 21:50:43,5753,species,Hooded Plover,Thinornis cucullatus,,,X,,,,Australia,AU,Victoria,AU-VIC,Bass Coast,AU-VIC-BAS,,,,,Phillip Island,L2549971,P,-38.47939,145.23651,1957-08-25,,obsr450476,S16598046,Incidental,P20,EBIRD_AU,,,,,1,,0,1,0,,"Survey for World Bird Day by Rev. A. Eames, reported in Sup. to The Bird Observer dated December, 1959. Eremaea Birds List 12061",,
101,URN:CornellLabOfOrnithology:EBIRD:OBS516391518,2020-02-28 23:48:04,5753,species,Hooded Plover,Thinornis cucullatus,,,2,,,,Australia,AU,Victoria,AU-VIC,East Gippsland,AU-VIC-EAS,,,,,"Develings Inlet, Mallacoota",L6055411,P,-37.5645843,149.7602659,1981-02-22,09:30:00,obsr789613,S37978735,Historical,P62,EBIRD_AU,90.0,,,2.0,1,,0,1,0,,Accompanied by Bob Semmens.,,
102,URN:CornellLabOfOrnithology:EBIRD:OBS944919909,2020-07-27 00:09:22,5753,species,Hooded Plover,Thinornis cucullatus,,,1,,,,Australia,AU,New South Wales,AU-NSW,Wollongong,AU-NSW-WLG,,,,,Coniston Beach,L11725493,P,-34.4445894,150.9004524,1986-08-07,,obsr629213,S70589484,Historical,P62,EBIRD,,,,1.0,1,,0,1,1,,,"an immature present for two weeks here, seen by many birders",
103,URN:CornellLabOfOrnithology:EBIRD:OBS228441033,2020-03-25 00:37:38,5753,species,Hooded Plover,Thinornis cucullatus,,,X,,,,Australia,AU,Victoria,AU-VIC,Moyne,AU-VIC-MOY,,,,,Port Fairy 10' Cell,L2547614,P,-38.41666,142.25,1955-08-13,,obsr450476,S16571652,Incidental,P20,EBIRD_AU,,,,,1,,0,1,0,,"Survey for World Bird Day by M. Brady, M. Keating and G. Bowker, reported in Sup. to The Bird Observer dated August, 1957. Eremaea Birds List 11323",,
104,URN:CornellLabOfOrnithology:EBIRD:OBS228584092,2020-02-29 00:18:26,5753,species,Hooded Plover,Thinornis cucullatus,,,X,,,,Australia,AU,Victoria,AU-VIC,Mornington Peninsula,AU-VIC-MPE,,,,,Mornington Peninsula National Park--Cape Schanck,L2078092,H,-38.4932347,144.88821030000000,1982-06-27,,obsr450476,S16688270,Incidental,P20,EBIRD_AU,,,,,1,,0,1,0,,"Survey by BOCA Young Members, reported in The Bird Observer dated August, 1982. Eremaea Birds List 21088",,
105,URN:CornellLabOfOrnithology:EBIRD:OBS279377293,2020-02-29 02:42:41,5753,species,Hooded Plover,Thinornis cucullatus,,,4,,,,Australia,AU,Victoria,AU-VIC,Colac-Otway,AU-VIC-COL,,,,,Nelson's beach,L3148819,P,-38.8011894,143.63800050000000,1983-07-18,,obsr543344,S20444731,Historical,P62,EBIRD,,,,,1,,0,1,0,,,My first sighting of this species,
106,URN:CornellLabOfOrnithology:EBIRD:OBS894120417,2020-04-13 00:37:58,5753,species,Hooded Plover,Thinornis cucullatus,,,1,,,,Australia,AU,Victoria,AU-VIC,Moyne,AU-VIC-MOY,,,,,Peterborough Coastal Reserve--James Irvine Monument,L9371657,H,-38.609377,142.878644,1991-06-09,,obsr952212,S67117737,Historical,P62,EBIRD,,,,,0,,0,1,0,,,,
107,URN:CornellLabOfOrnithology:EBIRD:OBS220802067,2020-04-09 23:45:49,5753,species,Hooded Plover,Thinornis cucullatus,,,2,,,,Australia,AU,Victoria,AU-VIC,Bass Coast,AU-VIC-BAS,,,,,Phillip Island,L2549971,P,-38.47939,145.23651,1986-11-16,,obsr197345,S15929377,Incidental,P20,EBIRD,,,,2.0,1,,0,1,0,,,,
108,URN:CornellLabOfOrnithology:EBIRD:OBS228534943,2020-02-28 19:51:51,5753,species,Hooded Plover,Thinornis cucullatus,,,X,,,,Australia,AU,Victoria,AU-VIC,South Gippsland,AU-VIC-SGI,,,,,Anderson Inlet,L2549119,H,-38.65119,145.79269,1974-08-14,,obsr450476,S16658995,Incidental,P20,EBIRD_AU,,,,,1,,0,1,0,,"Survey reported in The Bird Observer dated November, 1974.  It was reported that there were 'cold, fierce storms from the sea, with intermittent sunshine'. Eremaea Birds List 14340",,
109,URN:CornellLabOfOrnithology:EBIRD:OBS900688490,2020-04-23 02:21:13,5753,species,Hooded Plover,Thinornis cucullatus,,,X,,,,Australia,AU,Victoria,AU-VIC,East Gippsland,AU-VIC-EAS,,,,,Mallacoota,L2040935,H,-37.556196500000000,149.7560281,1978-02-25,,obsr789613,S67656218,Historical,P62,EBIRD_AU,,,,1.0,1,,0,1,0,,,,
110,URN:CornellLabOfOrnithology:EBIRD:OBS464986135,2020-02-28 23:48:02,5753,species,Hooded Plover,Thinornis cucullatus,,,2,,,,Australia,AU,Victoria,AU-VIC,East Gippsland,AU-VIC-EAS,,,,,Bunga Creek,L5427311,P,-37.8686311,148.0463615,1982-11-12,15:40:00,obsr567311,S34306742,Stationary,P21,EBIRD_AU,30.0,,,2.0,0,,0,1,0,,,,
111,URN:CornellLabOfOrnithology:EBIRD:OBS228326808,2020-03-01 22:31:48,5753,species,Hooded Plover,Thinornis cucullatus,,,X,,,,Australia,AU,Victoria,AU-VIC,Melbourne,AU-VIC-MEL,,,,,Fishermens Bend,L2531537,H,-37.82375,144.9155,1949-08-14,,obsr450476,S16593176,Incidental,P20,EBIRD_AU,,,,,1,,0,1,1,,"Survey by BOCA members reported by Roy Wheeler in BOCA Monthly Notes dated Sept,1949. Eremaea Birds List 5981",,
112,URN:CornellLabOfOrnithology:EBIRD:OBS592897050,2020-04-11 03:33:32,5753,species,Hooded Plover,Thinornis cucullatus,,,2,,,,Australia,AU,Victoria,AU-VIC,Moyne,AU-VIC-MOY,,,,,Port Fairy,L1125180,P,-38.381989400000000,142.2311389,1986-01-18,,obsr357881,S26544672,Historical,P62,EBIRD,,,,1.0,1,,0,1,0,,,,
113,URN:CornellLabOfOrnithology:EBIRD:OBS928647598,2020-05-22 05:58:37,5753,species,Hooded Plover,Thinornis cucullatus,,,4,,,,Australia,AU,New South Wales,AU-NSW,Bega Valley,AU-NSW-BEG,,,,,Mimosa Rocks National Park--Aragunnu,L3108356,H,-36.5849043,150.0462216,1983-02-15,,obsr629213,S69447618,Historical,P62,EBIRD_AU,,,,2.0,1,,0,1,0,,,,
114,URN:CornellLabOfOrnithology:EBIRD:OBS228593273,2020-03-01 05:43:22,5753,species,Hooded Plover,Thinornis cucullatus,,,X,,,,Australia,AU,Victoria,AU-VIC,Mornington Peninsula,AU-VIC-MPE,,,,,Mornington Peninsula National Park--Cape Schanck,L2078092,H,-38.4932347,144.88821030000000,1985-08-11,,obsr450476,S16619869,Incidental,P20,EBIRD_AU,,,,,1,,0,1,0,,"Highlights of survey by BOCA Young Members , reported in 'Out Of The Nest' suppl. of The Bird Observer dated November, 1985 by Paul Peake.  A total of 13 species were seen. Eremaea Birds List 22624",,
115,URN:CornellLabOfOrnithology:EBIRD:OBS899474849,2020-04-21 01:06:40,5753,species,Hooded Plover,Thinornis cucullatus,,,8,,,,Australia,AU,Victoria,AU-VIC,Glenelg,AU-VIC-GLG,,,,,Portland,L11209680,P,-38.357811,141.62063600000000,1986-10-18,,obsr1412622,S67567461,Historical,P62,EBIRD,,,,,0,,0,1,0,,,,
116,URN:CornellLabOfOrnithology:EBIRD:OBS228449550,2020-02-28 22:29:20,5753,species,Hooded Plover,Thinornis cucullatus,,,X,,,,Australia,AU,Victoria,AU-VIC,Greater Geelong,AU-VIC-GGE,,,,,Barwon River Estuary,L2368529,H,-38.2676481,144.50622080000000,1958-02-15,,obsr450476,S16622222,Incidental,P20,EBIRD_AU,,,,,1,,0,1,0,,"Survey for World Bird Day by T. Prescott, I. Fletcher and D. McKenzie, reported in Sup. to The Bird Observer dated December, 1959. Eremaea Birds List 12031",,
117,URN:CornellLabOfOrnithology:EBIRD:OBS886329531,2020-03-30 22:26:08,5753,species,Hooded Plover,Thinornis cucullatus,,,1,,,,Australia,AU,Victoria,AU-VIC,Wellington,AU-VIC-WEL,,,,,Nooramunga Marine Park--McLoughlins Beach,L2549290,H,-38.605060000000000,146.88789,1983-05-15,,obsr789613,S66426067,Historical,P62,EBIRD,,,,1.0,1,,0,1,0,,,,
118,URN:CornellLabOfOrnithology:EBIRD:OBS679617791,2018-11-24 08:26:23,5753,species,Hooded Plover,Thinornis cucullatus,,,X,,,,Australia,AU,South Australia,AU-SA,Kangaroo Island,AU-SA-KAN,,,,,Hanson Bay,L2543154,H,-36.019940000000000,136.85394,1991-01-03,,obsr931837,S50172878,Incidental,P20,EBIRD,,,,,0,,0,1,0,,,,
